scheme_code,scheme_name,category,scheme_type,fund_house
102987,ICICI Prudential Plan I - Year Plus Plan-Growth-Direct,Income,Close Ended Schemes,ICICI Prudential Mutual Fund
103490,Quantum Value Fund - Direct Plan Growth Option,Equity Scheme - Value Fund,Open Ended Schemes,Quantum Mutual Fund
103734,Quantum Liquid Fund - Direct Plan Growth Option,Debt Scheme - Liquid Fund,Open Ended Schemes,Quantum Mutual Fund
111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,Equity Scheme - ELSS,Open Ended Schemes,Quantum Mutual Fund
112039,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,Other Scheme - FoF Domestic,Open Ended Schemes,Quantum Mutual Fund
115132,Quantum Gold Savings Fund - Direct Plan Growth Option,Other Scheme - FoF Domestic,Open Ended Schemes,Quantum Mutual Fund
116811,IDBI Dynamic Bond Fund Growth Direct,Debt Scheme - Dynamic Bond,Open Ended Schemes,IDBI Mutual Fund
117608,Quantum Multi Asset Active FOF - Direct Plan Growth Option,Other Scheme - FoF Domestic,Open Ended Schemes,Quantum Mutual Fund
118266,Canara Robeco Nifty Index-Direct Plan - Growth,Income,Open Ended Schemes,Canara Robeco Mutual Fund
118267,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Canara Robeco Mutual Fund
118269,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme - Large Cap Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118272,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118273,CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Canara Robeco Mutual Fund
118275,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118278,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118282,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Medium to Long Duration Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Dynamic Bond,Open Ended Schemes,Canara Robeco Mutual Fund
118285,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,Equity Scheme - ELSS,Open Ended Schemes,Canara Robeco Mutual Fund
118291,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Low Duration Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118297,Canara Robeco Gilt Advantage Fund - Direct Plan - Growth Option,Income,Open Ended Schemes,Canara Robeco Mutual Fund
118299,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Gilt Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118301,Canara Robeco Gold Savings Fund - Direct Plan - Growth Option,Other Scheme - FoF Domestic,Open Ended Schemes,Canara Robeco Mutual Fund
118302,Canara Robeco InDiGo Fund - Direct Plan - Growth,Income,Open Ended Schemes,Canara Robeco Mutual Fund
118305,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Liquid Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118309,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118312,Canara Robeco Short Term Fund- Direct Plan - Growth,Income,Open Ended Schemes,Canara Robeco Mutual Fund
118317,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Ultra Short Duration Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118320,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Short Duration Fund,Open Ended Schemes,Canara Robeco Mutual Fund
118341,IDBI Gilt Fund Growth Direct,Debt Scheme - Gilt Fund,Open Ended Schemes,IDBI Mutual Fund
118344,IDBI India Top 100 Equity Fund Growth Direct,Equity Scheme - Large Cap Fund,Open Ended Schemes,IDBI Mutual Fund
118345,IDBI Liquid Fund Growth Direct,Formerly Known as IIFL Mutual Fund,360 ONE Mutual Fund,IDBI Mutual Fund
118347,IDBI NIFTY 50  Index Fund Growth Direct,Other Scheme - Index Funds,Open Ended Schemes,IDBI Mutual Fund
118348,IDBI Nifty Next 50 Index Fund Growth Direct,Other Scheme - Index Funds,Open Ended Schemes,IDBI Mutual Fund
118349,IDBI Short Term Bond Fund Growth Direct,Debt Scheme - Short Duration Fund,Open Ended Schemes,IDBI Mutual Fund
118350,IDBI UST Growth Direct,Debt Scheme - Ultra Short Duration Fund,Open Ended Schemes,IDBI Mutual Fund
118364,BANDHAN LIQUID Fund -Direct Plan-Growth,Debt Scheme - Liquid Fund,Open Ended Schemes,Bandhan Mutual Fund
118371,BANDHAN Low Duration Fund-Direct Plan-Growth,Debt Scheme - Low Duration Fund,Open Ended Schemes,Bandhan Mutual Fund
118374,Reliance Fixed Horizon Fund - XXII - Direct Plan - Growth Option,Income,Close Ended Schemes,Reliance Mutual Fund
118379,IDFC Money Manager Fund - Investment Plan-Direct Plan-Growth,Income,Open Ended Schemes,IDFC Mutual Fund
118384,Bandhan Money Market Fund -Direct Plan-Growth,Debt Scheme - Money Market Fund,Open Ended Schemes,Bandhan Mutual Fund
118387,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,Debt Scheme - Gilt Fund with 10 year constant duration,Open Ended Schemes,Bandhan Mutual Fund
118394,Bandhan Medium to Long Duration Fund - Direct Plan - Growth,Debt Scheme - Medium to Long Duration Fund,Open Ended Schemes,Bandhan Mutual Fund
118401,Bandhan Medium Duration Fund - Direct Plan - Growth,Debt Scheme - Medium Duration Fund,Open Ended Schemes,Bandhan Mutual Fund
118407,Bandhan Short Duration Fund - Direct Plan - Growth,Debt Scheme - Short Duration Fund,Open Ended Schemes,Bandhan Mutual Fund
118410,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Bandhan Mutual Fund
118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,Debt Scheme - Dynamic Bond,Open Ended Schemes,Bandhan Mutual Fund
118419,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,Bandhan Mutual Fund
118421,Bandhan Focused Fund - Direct Plan - Growth,Equity Scheme - Focused Fund,Open Ended Schemes,Bandhan Mutual Fund
118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,Bandhan Mutual Fund
118426,IDFC  50-50 Strategic Sector Fund-Direct Plan-Growth,Income,Open Ended Schemes,IDFC Mutual Fund
118427,Indiabulls Gilt Fund - Direct Plan -  Growth Option,Debt Scheme - Gilt Fund,Open Ended Schemes,Indiabulls Mutual Fund
118452,IDBI Equity Savings Fund Growth Option Direct,Hybrid Scheme - Equity Savings,Open Ended Schemes,IDBI Mutual Fund
118464,Bandhan Gilt Fund - Direct Plan - Growth,Debt Scheme - Gilt Fund,Open Ended Schemes,Bandhan Mutual Fund
118469,BANDHAN Infrastructure Fund-Direct Plan-Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Bandhan Mutual Fund
118471,IDFC  India GDP Growth Fund-Direct Plan-Growth,Income,Open Ended Schemes,IDFC Mutual Fund
118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme - ELSS,Open Ended Schemes,Bandhan Mutual Fund
118474,BANDHAN Arbitrage Fund-Direct Plan- Growth,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,Bandhan Mutual Fund
118477,BANDHAN Equity Savings Fund-Direct Plan-Growth,Hybrid Scheme - Equity Savings,Open Ended Schemes,Bandhan Mutual Fund
118479,BANDHAN Large Cap Fund-Direct Plan-Growth,Equity Scheme - Large Cap Fund,Open Ended Schemes,Bandhan Mutual Fund
118481,Bandhan Value Fund - Direct Plan - Growth,Equity Scheme - Value Fund,Open Ended Schemes,Bandhan Mutual Fund
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Other Scheme - Index Funds,Open Ended Schemes,Bandhan Mutual Fund
118485,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Bandhan Mutual Fund
118486,Bandhan Conservative Hybrid Passive FOF - Direct Plan - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Bandhan Mutual Fund
118489,Bandhan Multi-Asset Passive FOF - Direct Plan - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Bandhan Mutual Fund
118491,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,Bandhan Mutual Fund
118494,Templeton India Value Fund - Direct - Growth,Equity Scheme - Value Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,Debt Scheme - Dynamic Bond,Open Ended Schemes,Franklin Templeton Mutual Fund
118498,Franklin India Government Securities Fund - Direct - Growth,Debt Scheme - Gilt Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118499,Franklin India GOVERNMENT SECURITIES FUND TREASURY PLAN - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118502,Franklin India GOVERNMENT SECURITIES FUND - Composite Plan - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118506,Franklin India Money Market Fund - Direct - Growth,Debt Scheme - Money Market Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118508,Franklin India Floating Rate Fund - Direct - Growth,Debt Scheme - Floater Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118510,Franklin India Large & Mid Cap Fund - Direct - Growth,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118512,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118514,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118516,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118518,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118519,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118521,Templeton India CHILDREN's ASSET PLAN EDUCATION - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118523,Templeton India CHILDREN's ASSET PLAN GIFT - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118525,Franklin India Small Cap Fund - Direct - Growth,Equity Scheme - Small Cap Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118527,Franklin India Dividend Yield Fund - Direct - Growth,Equity Scheme - Dividend Yield Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118530,Franklin India Low Duration Fund - Direct - Growth,Debt Scheme - Low Duration Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118531,Franklin India Large Cap Fund- Direct - Growth,Equity Scheme - Large Cap Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118533,Franklin India Mid Cap Fund - Direct - Growth,Equity Scheme - Mid Cap Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118535,Franklin India Flexi Cap Fund - Direct - Growth,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118537,Franklin India Technology Fund - Direct - Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Franklin Templeton Mutual Fund
118539,Franklin India Opportunities Fund - Direct - Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Franklin Templeton Mutual Fund
118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,Equity Scheme - ELSS,Open Ended Schemes,Franklin Templeton Mutual Fund
118543,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Franklin Templeton Mutual Fund
118545,Franklin India INDEX FUND BSE PLAN - Direct - Growth,Income,Open Ended Schemes,Franklin Templeton Mutual Fund
118546,Franklin India Aggressive Hybrid Fund - Direct - Growth,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118548,Franklin India Retirement Fund - Direct - Growth,Solution Oriented Scheme - Retirement Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118551,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,Other Scheme - FoF Overseas,Open Ended Schemes,Franklin Templeton Mutual Fund
118553,Franklin India Credit Risk Fund - Direct - Growth,Debt Scheme - Credit Risk Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118554,Franklin India Income Opportunities Fund - Direct - Growth,Debt Scheme - Medium Duration Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118557,Franklin Build India Fund - Direct - Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Franklin Templeton Mutual Fund
118559,Franklin Asian Equity Fund - Direct - Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Franklin Templeton Mutual Fund
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,Debt Scheme - Ultra Short Duration Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118564,Franklin India Focused Equity Fund - Direct - Growth,Equity Scheme - Focused Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,Debt Scheme - Short Duration Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,Debt Scheme - Corporate Bond Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118574,Franklin India Conservative Hybrid Fund - Direct - GROWTH,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118577,Franklin India Liquid Fund - Super Institutional - Direct - Growth,Debt Scheme - Liquid Fund,Open Ended Schemes,Franklin Templeton Mutual Fund
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,Other Scheme - Index Funds,Open Ended Schemes,Franklin Templeton Mutual Fund
118583,Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth,Income,Interval Fund Schemes,Nippon India Mutual Fund
118585,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,Nippon India Mutual Fund
118588,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Nippon India Mutual Fund
118589,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Nippon India Mutual Fund
118595,Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth,Income,Interval Fund Schemes,Nippon India Mutual Fund
118598,Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth,Income,Interval Fund Schemes,Nippon India Mutual Fund
118601,Goldman Sachs India Equity Fund - Direct Plan -Growth Option,Income,Open Ended Schemes,Goldman Sachs Mutual Fund
118604,Goldman Sachs Short Term Fund - Direct Plan - Growth Option,Income,Open Ended Schemes,Goldman Sachs Mutual Fund
118606,Goldman Sachs CNX 500 Fund - Direct Plan - Growth Option,Income,Open Ended Schemes,Goldman Sachs Mutual Fund
118610,Reliance Liquid Fund - Cash Plan - Direct Plan - Growth Plan - Growth Option,Direct,139259;INF192K01LC8;-;JM Liquid Fund Unclaimed Redemption IEF,Reliance Mutual Fund
118615,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,Edelweiss Mutual Fund
118617,Edelweiss Large Cap Fund - Direct Plan-Growth option,Equity Scheme - Large Cap Fund,Open Ended Schemes,Edelweiss Mutual Fund
118620,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,Equity Scheme - ELSS,Open Ended Schemes,Edelweiss Mutual Fund
118623,Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth,Income,Interval Fund Schemes,Nippon India Mutual Fund
118624,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,Edelweiss Mutual Fund
118631,Edelweiss Gilt Fund -Direct Plan-Growth Option,Income,Open Ended Schemes,Edelweiss Mutual Fund
118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme - Large Cap Fund,Open Ended Schemes,Nippon India Mutual Fund
118633,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,Equity Scheme - Large Cap Fund,Open Ended Schemes,Nippon India Mutual Fund
118636,Edelweiss Liquid Fund-Direct Plan-Growth Option,Income,Open Ended Schemes,Edelweiss Mutual Fund
118638,Edelweiss Equity Savings Advantage Fund- Direct Plan- Growth Option,Income,Open Ended Schemes,Edelweiss Mutual Fund
118641,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Bonus Option,Income,Open Ended Schemes,Reliance Mutual Fund
118643,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Growth Option,Income,Open Ended Schemes,Reliance Mutual Fund
118644,Edelweiss Emerging Leaders Fund - Direct Plan- Growth,Income,Open Ended Schemes,Edelweiss Mutual Fund
118646,Edelweiss Short Term Income Fund - Direct Plan- Growth Option,Income,Open Ended Schemes,Edelweiss Mutual Fund
118648,Edelweiss Bond Fund  -Direct Plan- Growth Option,Income,Open Ended Schemes,Edelweiss Mutual Fund
118650,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme - Multi Cap Fund,Open Ended Schemes,Nippon India Mutual Fund
118651,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,Equity Scheme - Multi Cap Fund,Open Ended Schemes,Nippon India Mutual Fund
118656,Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,Debt Scheme - Floater Fund,Open Ended Schemes,Nippon India Mutual Fund
118663,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,Other Scheme - FoF Domestic,Open Ended Schemes,Nippon India Mutual Fund
